# Machine: Apple M4 Max (Mac16,6)
# macOS: 26.4.1 (25E253)
# Go: go1.26.2
# Swift: release (SwiftUIBridge, prebuilt internal/embeddedbridge/libSwiftUIBridge.dylib)
# go test -run=nothing -bench='^Benchmark(IntStateSetSame|IntStateSetChanging|BoolStateSetSame|FloatStateSetSame|DateStateSetSame|StringStateSetSame|StateGenReadHot|StateGenReadMiss|CallbackDispatch|CallbackDispatchParallel|BoolCallbackDispatch|StringCallbackDispatch|LeafText|LeafSpacer|LeafImage|ContainerBuild|ContainerBuildReuse|ContainerBuildNoReuse|ModifierChain)$' -benchmem -count=10 -benchtime=2s .
# Pre-P7 baseline: animated state setters always hop through DispatchQueue.main.async
# (3 sites in bridge_state.gen.swift). P7.γ captures this baseline so P7.β integration
# can be measured. P7.γ adds new Animated* benches post-α/β landing; this baseline
# includes only the existing non-animated hot paths that must not regress (charter §5.4).
#
goos: darwin
goarch: arm64
pkg: github.com/tmc/swiftui
cpu: Apple M4 Max
BenchmarkIntStateSetSame-16             	1000000000	         1.533 ns/op	       0 B/op	       0 allocs/op
BenchmarkStringStateSetSame-16          	627710679	         3.778 ns/op	       0 B/op	       0 allocs/op
BenchmarkStringStateSetSame-16          	634445220	         3.815 ns/op	       0 B/op	       0 allocs/op
BenchmarkStringStateSetSame-16          	639227671	         3.749 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         1.535 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         1.535 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         1.535 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         1.534 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         1.532 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         1.533 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         1.533 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         1.624 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         4.443 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolStateSetSame-16            	1000000000	         1.629 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	767370858	         5.890 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	1000000000	         2.301 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	1000000000	         2.298 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	1000000000	         2.299 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	1000000000	         2.300 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	1000000000	         2.299 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	1000000000	         2.300 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	1000000000	         2.304 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	1000000000	         2.301 ns/op	       0 B/op	       0 allocs/op
BenchmarkFloatStateSetSame-16           	1000000000	         2.302 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.300 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.302 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.303 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.301 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.304 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.332 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.303 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.310 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.301 ns/op	       0 B/op	       0 allocs/op
BenchmarkDateStateSetSame-16            	1000000000	         2.317 ns/op	       0 B/op	       0 allocs/op
BenchmarkStateGenReadHot/int-16         	10061229	       247.2 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/int-16         	10649268	       226.6 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/int-16         	10468065	       228.1 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/int-16         	10466125	       229.1 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/int-16         	10480426	       227.0 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/int-16         	10580606	       226.0 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/int-16         	10720668	       258.0 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/int-16         	 9570514	       254.1 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/int-16         	 9990534	       255.2 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/int-16         	 8237289	       265.9 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/string-16      	 6237835	       330.9 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/string-16      	 7663987	       312.6 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/string-16      	 7631779	       312.1 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/string-16      	 7676596	       312.1 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/string-16      	 7718425	       312.2 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/string-16      	 7651753	       312.4 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/string-16      	 7706318	       311.3 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/string-16      	 7719490	       311.2 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/string-16      	 7706766	       313.1 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/string-16      	 7664952	       312.7 ns/op	      48 B/op	       4 allocs/op
BenchmarkStateGenReadHot/float-16       	10783693	       222.3 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/float-16       	10769854	       221.8 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/float-16       	10839357	       222.1 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/float-16       	10770988	       221.7 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/float-16       	10814914	       222.7 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/float-16       	10766356	       222.5 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/float-16       	10768398	       222.0 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/float-16       	10746769	       222.3 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/float-16       	10326714	       223.5 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/float-16       	10850310	       221.6 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	10536358	       241.5 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	 9763606	       247.5 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	 9504117	       293.1 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	 8824164	       271.6 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	 6758215	       852.9 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	 7568299	       627.9 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	 7691476	       331.6 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	 8051133	       289.0 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	 9273169	       251.4 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadHot/bool-16        	10274149	       250.0 ns/op	      40 B/op	       3 allocs/op
BenchmarkStateGenReadMiss/int-16        	 3622774	       703.6 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 3922204	       589.3 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4193040	       558.8 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4237330	       616.4 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4294867	       556.5 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4310925	       603.3 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4290894	       617.4 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4294722	       559.8 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4297273	       562.2 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4071067	       565.9 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3459632	       694.3 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3437618	       693.0 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3475792	       687.1 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3516199	       686.2 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3500664	       690.9 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3484645	       690.6 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3494008	       684.0 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3456865	       691.1 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3504499	       689.4 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3420699	       694.8 ns/op	     112 B/op	       6 allocs/op
BenchmarkCallbackDispatch-16            	938468253	         2.371 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.522 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.383 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.411 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.390 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.463 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	991216716	         2.450 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.410 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.455 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	992323615	         2.424 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.2366 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.2355 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.2324 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.2469 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.2354 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.2394 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.4713 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.4417 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.5192 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.4471 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	820891156	         3.036 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	641651396	         3.182 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	832724574	         2.770 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	875966622	         2.788 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	885081124	         2.761 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	856849844	         2.776 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	839390253	         2.823 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	857395353	         2.807 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	828496598	         2.846 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	854029586	         2.779 ns/op	       0 B/op	       0 allocs/op
BenchmarkStringCallbackDispatch-16      	176125879	        13.58 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	175331364	        13.82 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	173958350	        13.78 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	176117973	        13.45 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	181103292	        13.27 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	179603300	        13.38 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	183029317	        13.14 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	183887144	        12.98 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	184312320	        13.15 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	184330516	        13.20 ns/op	       2 B/op	       1 allocs/op
BenchmarkLeafText-16                    	 5891968	       403.6 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5941104	       404.5 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5917339	       403.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5964980	       404.0 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5939367	       403.6 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5930943	       404.2 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5950270	       403.9 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5937981	       405.3 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5941623	       401.6 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 6006046	       402.0 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8360100	       294.0 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8406280	       286.7 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8402246	       285.8 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8320740	       296.5 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8425854	       289.2 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8053280	       292.6 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8408586	       288.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8422371	       285.7 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8346728	       286.3 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8432358	       287.2 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6138042	       386.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6262897	       387.6 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6288357	       383.8 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6251258	       382.1 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6298933	       384.1 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6213250	       383.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6229749	       389.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6157129	       386.5 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6235858	       387.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6276366	       395.2 ns/op	      80 B/op	       3 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1630377	      1468 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1633915	      1480 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1646209	      1465 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1637119	      1497 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1625574	      1585 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1618093	      1459 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1633567	      1704 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1201359	      1688 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1612082	      1593 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1634834	      1481 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/medium_8-16     	  576984	      4109 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  584773	      4107 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  587061	      4114 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  580213	      4094 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  585601	      4108 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  587277	      4150 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  582531	      4297 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  565214	      4154 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  572140	      4142 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  581385	      4137 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/inline_16-16    	  315330	      7626 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  313809	      8097 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  314136	      7617 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  309528	      7595 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  316428	      7590 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  316054	      7517 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  317186	      7509 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  318903	      7567 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  319070	      7534 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  319194	      7532 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/deep_32-16      	  165061	     14407 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  165800	     14396 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  167560	     14434 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  167210	     14468 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  165213	     14444 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  166992	     14421 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  166477	     14430 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  164830	     14407 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  167794	     14424 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  164738	     14393 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4098098	       588.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4066544	       589.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4074219	       585.9 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4092562	       586.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4090992	       586.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4084203	       585.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4093165	       584.6 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4095832	       587.6 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4075762	       588.3 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4071216	       588.4 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3644869	       652.9 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3691623	       653.3 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3661952	       657.2 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3592365	       775.7 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3643510	       655.7 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3645793	       661.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3677328	       654.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3663916	       654.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3676718	       655.7 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3657534	       655.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3265438	       731.7 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3267061	       735.6 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3267837	       737.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3248265	       743.4 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3252049	       739.4 ns/op	     112 B/op	       4 allocs/op
