# Machine: Apple M4 Max (Mac16,6)
# macOS: 26.4.1 (25E253)
# Go: go1.26.2
# Swift: release (SwiftUIBridge, rebuilt from internal/swift with P7 α+β+α-follow-up integrated)
#
# Non-animated benches (match baseline runner):
#   go test -run=nothing -bench='^Benchmark(IntStateSetSame|IntStateSetChanging|BoolStateSetSame|FloatStateSetSame|DateStateSetSame|StringStateSetSame|StateGenReadHot|StateGenReadMiss|CallbackDispatch|CallbackDispatchParallel|BoolCallbackDispatch|StringCallbackDispatch|LeafText|LeafSpacer|LeafImage|ContainerBuild|ContainerBuildReuse|ContainerBuildNoReuse|ModifierChain)$' -benchmem -count=10 -benchtime=2s .
#
# Animated + Coalesce benches (new; shorter benchtime to cap pending-writes retention):
#   go test -run=nothing -bench='^Benchmark(AnimatedStateSetSerial|AnimatedStateSetParallel|AnimatedStateSetInline|CoalesceUpperBound|CoalesceRatio)$' -benchmem -count=10 -benchtime=500ms .
#
# Rationale for split runs: the new Animated/Coalesce benches route Set
# calls through the Swift-side BridgeCommandQueue enqueue path. Go's
# test harness does not drive the main-thread runloop, so the Swift
# queue's pending-writes map accumulates across the whole bench run.
# At -benchtime=2s × 10 × many sub-benchmarks, the retained-closure
# footprint crosses available memory; -benchtime=500ms keeps it
# bounded while still delivering ≥10 samples per sub-benchmark.
#
# Post-P7: animated-state setters route through BridgeCommandQueue
# (α primitive, β integration, α follow-up @_cdecl C-ABI counter
# accessors). Off-main callers enqueue with a single armed flush per
# frame; main-thread callers apply inline inside withAnimation. New
# AnimatedState* and Coalesce* benches report coalescedWrites and
# mainHops counters via SwiftUIDebug.Stats() for the charter §5 exit
# #3 ratio gate. Non-animated benches (IntStateSetSame,
# CallbackDispatch*, LeafText, ModifierChain, etc.) must match the
# bench-p7-before.txt baseline within noise (charter §5 exit #4).
#
# Note: Go bench harness runs off the main OS thread, so mainHops
# stays zero within a bench window and the coalesceRatio metric is
# reported as NaN (unreported). The flagship-example counter reading
# is the ground-truth ratio; see P7.γ summary.
#
goos: darwin
goarch: arm64
pkg: github.com/tmc/swiftui
cpu: Apple M4 Max
BenchmarkIntStateSetSame-16             	1000000000	         1.534 ns/op	       0 B/op	       0 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4265595	       560.7 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/int-16        	 4274428	       561.5 ns/op	     104 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3496453	       689.8 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3501002	       687.9 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3497914	       689.1 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3466762	       692.5 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3458446	       691.9 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3471963	       691.6 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3488208	       689.1 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3480938	       690.6 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3472587	       691.1 ns/op	     112 B/op	       6 allocs/op
BenchmarkStateGenReadMiss/string-16     	 3478815	       691.5 ns/op	     112 B/op	       6 allocs/op
BenchmarkCallbackDispatch-16            	978590941	         2.443 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.435 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	859519711	         2.500 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	946235270	         2.506 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	967691696	         2.396 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.445 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	1000000000	         2.404 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	961072556	         2.481 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	914580414	         2.466 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatch-16            	859710988	         2.492 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.2084 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.2597 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.3589 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.4116 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.3781 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.3737 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.4677 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.4488 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.4857 ns/op	       0 B/op	       0 allocs/op
BenchmarkCallbackDispatchParallel-16    	1000000000	         0.4221 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	966704578	         2.539 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	967354147	         2.644 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	895058436	         2.543 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	904172470	         2.649 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	1000000000	         2.496 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	936685734	         2.542 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	933080772	         2.457 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	939421196	         2.558 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	957541194	         2.563 ns/op	       0 B/op	       0 allocs/op
BenchmarkBoolCallbackDispatch-16        	992008987	         2.522 ns/op	       0 B/op	       0 allocs/op
BenchmarkStringCallbackDispatch-16      	163074114	        13.86 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	164207450	        14.91 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	157222227	        14.80 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	175156564	        13.91 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	162423979	        14.06 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	170220049	        14.62 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	169127436	        14.54 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	159464226	        14.94 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	171016340	        14.10 ns/op	       2 B/op	       1 allocs/op
BenchmarkStringCallbackDispatch-16      	166386553	        14.27 ns/op	       2 B/op	       1 allocs/op
BenchmarkLeafText-16                    	 5852719	       409.2 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5868780	       407.9 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5867691	       407.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5862903	       407.2 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5921014	       407.5 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5900145	       408.9 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5907411	       406.6 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5908777	       405.7 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5872339	       407.6 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafText-16                    	 5897506	       405.6 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8224650	       290.5 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8317285	       289.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8293654	       289.5 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8245656	       290.1 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8293962	       290.5 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8292189	       289.1 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8351901	       289.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8299390	       287.1 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8441682	       286.9 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafSpacer-16                  	 8351590	       288.3 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6189102	       372.7 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6420594	       373.2 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6381174	       376.8 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6426638	       374.0 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6424860	       374.7 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6439502	       375.1 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6351638	       375.4 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6441420	       374.0 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6471034	       374.1 ns/op	      80 B/op	       3 allocs/op
BenchmarkLeafImage-16                   	 6419064	       375.2 ns/op	      80 B/op	       3 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1691748	      1414 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1701949	      1419 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1656206	      1443 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1661697	      1440 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1662472	      1447 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1658858	      1448 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1654482	      1452 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1653925	      1466 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1659681	      1448 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/shallow_2-16    	 1663159	      1450 ns/op	     304 B/op	      12 allocs/op
BenchmarkContainerBuild/medium_8-16     	  588598	      4117 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  586288	      4096 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  587523	      4095 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  589818	      4081 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  588124	      4077 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  579255	      4080 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  585102	      4063 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  586107	      4078 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  583038	      4081 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/medium_8-16     	  585657	      4077 ns/op	    1010 B/op	      37 allocs/op
BenchmarkContainerBuild/inline_16-16    	  318470	      7463 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  323761	      7431 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  319905	      7457 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  320254	      7428 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  321360	      7425 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  326224	      7434 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  322822	      7445 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  321050	      7430 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  322026	      7426 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/inline_16-16    	  321085	      7430 ns/op	    1908 B/op	      69 allocs/op
BenchmarkContainerBuild/deep_32-16      	  170235	     14208 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  170307	     14189 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  169178	     14133 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  169184	     14184 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  167804	     14167 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  169478	     14187 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  169306	     14145 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  169449	     14166 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  168816	     14237 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuild/deep_32-16      	  170326	     14264 ns/op	    3705 B/op	     133 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4276958	       558.4 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4359038	       556.9 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4322884	       558.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4299468	       558.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4312416	       557.8 ns/op	     112 B/op	       4 allocs/op
